Sentence,English_Translation,prefix
@sirjadeja Chutiya ne fb wala post bhi sayed delet kar diya . @mushfiqur15,@Sirjadeja Chutia also gave a fat post. @Mushfiqur15,translate English to Hinglish: 
@Champ_Nikk nahi.. Usse bhi giri huee hai,@Champ_Nikk nahi. is more bad person than her,translate English to Hinglish: 
Baap ke saath chai peete huwe photo nikaala? Disrespect of Islam. Ek plate fatwaa parcel please.https://twitter.com/MohammadKaif/status/892622247235653632 …,Took photo of drinking tea with my father? disrespect of islam. one plate fatwa please. https://twitter.com/MohammadKaif/status/892622247235653632,translate English to Hinglish: 
"Jan Dhan yojana for the poor, Janardhan yojana for the richhttps://twitter.com/firstpost/status/806451209552859136 …","jan dhan yojana for the poor, janardhan yojana for the rich https://twitter.com/firstpost/status/806451209552859136 …",translate English to Hinglish: 
"andheri raaton mein, sunsaan raahon par, har zulm mitaane ko, ek mahisa nikalta hai...
 Jisse log Maushi kehte hai!","in dark nights, empty alleys, to fight crime, a hero awakes.
people call her maushi",translate English to Hinglish: 
"RT @hankypanty : #SultanTeaser is quite cool . Sallu as a North Indian . With swag . And , moonch . Basically , Chulbul Pandey in a chaddi . https :","rt @hankypanty : #Sultanteaser is quite cool. sallu as a north indian with swag and mustache. basically , chulbul pandey in underwear. https :",translate English to Hinglish: 
Toss bhi humne jita tha match bhi hum hi jitenge or world cup bhi hum hi jitenge #IndvsPak #IndWins #BleedBlue,"We won the toss, too. We will also win the match and will also win the world cup.",translate English to Hinglish: 
@the_queeness tumhe bulate bhi hai Kya meeting main ?,@the_queeness Are you even invited in the meeting?,translate English to Hinglish: 
Stupido mentioned me. Bas kismat khul gayi. Wahe guru ji da lakh lakh shukrhttps://twitter.com/Stupidosaur/status/750327659989651456 …,"stupido mentioned me. my luck has opened. wow, guruji, thanks a lot https://twitter.com/Stupidosaur/status/750327659989651456 …",translate English to Hinglish: 
@Singhlicious ye sach hai milord,"@Singhlicious This is the truth, My lord!",translate English to Hinglish: 
Hasee toh bhi nahi phasee. #UpcomingSequels,"even after laughing, i didn't get caught. #UpcomingSequels",translate English to Hinglish: 
Gangaa ka dheeraj tu Himalay ka seena hai .. Sone chaandi se bhi keemti .. tera ye paseena hai ! Come back Maahiyaa #Dhoni,Gangaa ka dheeraj tu Himalay ka seena hai .. Sone chaandi se bhi keemti .. tera ye paseena hai ! Come back Maahiyaa #Dhoni,translate English to Hinglish: 
Bahi ke zalak sab sa aalag..... Ma to superman salman ka fan....,salman khan has a unique shine. i'm a huge fan of him.,translate English to Hinglish: 
Yo!  Jald hi ek aur session karte hai,yo! let's soon do one more session.,translate English to Hinglish: 
@sagarcasm hahaha. Stupido mahapurush hai bhai,@sagarcasm hahaha. stupido is a great man,translate English to Hinglish: 
@RoyalViratian oh accha ??? Chalo man LiyaÃ°Å¸Ëœâ€¹Ã°Å¸Ëœâ€šGud evening Bhai :),"oh! is it @RoyalViratian ? okay, i accept. good evening brother.",translate English to Hinglish: 
@vakeel_saheba 100 days ki cassette lekar aao. Print saaf hona chahiye.,@vakeel_saheba Bring cassette of 100 days. Print should be clear.,translate English to Hinglish: 
Jail ho hi jaani hai.,going to be jailed anyway.,translate English to Hinglish: 
india kbhi bhi china ko peeeche nhi kr paaega.....,india can never go past china,translate English to Hinglish: 
@StarSportsIndia #matchpoint best opener Ajinkiya Rahane consistent effective trustworthy classy !!,@StarSportsIndia #matchpoint best opener Ajinkiya Rahane consistent effective trustworthy classy !!,translate English to Hinglish: 
"big fan of the holidays that just involve partying: st .patrick's ,4th of july ,halloween ,presidents day ,etc .","big fan of the holidays that just involve partying: st .patrick's ,4th of july ,halloween ,presidents day ,etc .",translate English to Hinglish: 
"@retardedwriter @MeetUunngLee haan yaar, isiliye bola maine bhi :'(","@retardedwriter @meetuunnglee yes brother, that’s why i said it",translate English to Hinglish: 
they better take joe pa to the pet semetary .  .  .  they may never win agdin,they better take joe to the pet semetary .  .  .  they may never win again,translate English to Hinglish: 
@iamGunjanGrunge ok bhai.. saath me ,),translate English to Hinglish: 
"Lageta hein #Indra _ bhagvan bhi #jio ka Sim le liye hein """,I think #Indra _ bhagvan tpp got #jio Sim,translate English to Hinglish: 
@PoojaMissra vikas or rojgar ki hogi ab bharmar..... #GoodByeNitishKumar,@PoojaMissra devlopment and employment will increases #GoodByeNitishKumar,translate English to Hinglish: 
"Eng khali haath aaye the "" khaali haath jaa rhe hain .. haha #INDvENG #T20 #Viru #Kohli",the english came empty handed and are now also going empty handed. #INDvENG #T20 #Viru #Kohli,translate English to Hinglish: 
RT @YuvaiTV : Tyagi and Khaitan are examples of ' Behti Ganga me Haath Dho lena ' : RM @manoharparrikar in LS #AgustaWestlandScam https://t.co/,RT @YuvaiTV : Tyagi and Khaitan are examples of 'take benefits of current opportuniy' : RM @manoharparrikar in LS #AgustaWestlandScam https://t.co/,translate English to Hinglish: 
@indiantweeter thanks bhai. Aaj modiji zinda hote to kitna khush hote.,@indiantweeter Thanks brother. Today if modi sir was alive then he would have been so happy.,translate English to Hinglish: 
kya hai ye bro?,what is this bro?,translate English to Hinglish: 
Translation : Bharat mata ki Jai . https://t.co/iAbRANMRmd,translation: victory to mother india. https://t.co/iAbRANMRmd,translate English to Hinglish: 
"alag hoi "" but through court "" naaki whatsapp ""krke chitthi bhej ke "" teen talaq bol ke "" gharelu hinsa se bura hai #TripleTalaq","be different ""but through court"" not by whatsapp ""not by sending letter"" by saying talaq thrice"" worse than domestic viilence. #TripleTalaq",translate English to Hinglish: 
120 ki lee hai * 10,taken *10 of the 120 ones ,translate English to Hinglish: 
RT @OYERJALOK : And the Rockkkkk is Cookingggggggg @TheRock with @priyankachopra while #Baywatch film Shoot . @baywatchmovie #RjAlok https://,@OYERJALOK : and the rock is cooking @TheRock with @priyankachopra while #Baywatch film Shoot . @baywatchmovie #RjAlok https://,translate English to Hinglish: 
@floydimus itna detail main kaise samjhaya usko,@floydimus how i would explain him in so much detail,translate English to Hinglish: 
@FreeCharge  recharge bhi.. Maze bhi #MyCaptionForFreeCharge,@FreeCharge  recharge too.. fun too#MyCaptionForFreeCharge,translate English to Hinglish: 
"Sir @narendramodi, ho gaya to ab kaam pe lag jayen ?","sir @narendramodi, if you are done should we start the work?",translate English to Hinglish: 
Pak lost against India again ? Koi nahi . Mohammad bin Qasim nay bhi 17 hamlay keay thay . 5 more to go . #WCT20,pakistan lost against India again? no worries. mohammad bin qasim also did 17 attakcs. 5 more to go . #WCT20,translate English to Hinglish: 
#ArunJaitley sir kewal deposite rate cut koi solution nahi . hai aap log us jagah khud rakh ker sochiye . midl class old age me kya payega .,#ArunJaitley sir cutting deposite rate is not a solution. try to position yourselves in thiers and then think . what will the middle class old age people get .,translate English to Hinglish: 
"Divide n Rull ... Kabhi Mat Bhul .. #Saharanpur jaana chahta tha "" mujhe jaane nahi diya gya "" actually wo mujhe UP border pe roke the "" main uth ke yahan aa gya : #RahulGandhi","divide and rule ... never forget .. wanted to go to #Saharanpur ""but I was not allowed to "" actually the stopped me on uttar pradesh border"" so I got up and came here : #RahulGandhi",translate English to Hinglish: 
"fb stats show that we have crossed 15 , 000 unique page views  !  time to crack open a nice bottle of single malt and enjoy :)","facebook statistics show that we have crossed 15,000 unique page views!  time to crack open a nice bottle of single malt and enjoy :)",translate English to Hinglish: 
@twinitisha tujhe hichki nahi aati? Wo notification hai,@twinitisha don't you get hiccups? that's a notification!,translate English to Hinglish: 
final to 15 feb ko jeet gaye the .  .  uske baad to bonus tha .  .  .  .,they have won the final on 15th february itself .  .  evrything after that is bonus .  .  .  .,translate English to Hinglish: 
@KyaUkhaadLega bhai 2-3% humor udhaar de de.. Followers badhane hai,"@KyaUkhaadLega give me 2-3% humor for rent, i want to increase followers.",translate English to Hinglish: 
@prachikad tune haddi todi phir ek baar? Natraj phir ek baar champion!,@prachikad did you break a bone once again? natraj is champion once again!,translate English to Hinglish: 
.@Shakti_Shetty Arre Ye toh bolta hai!! TOBU BOLTAAY!pic.twitter.com/fuKNBTFUVs,.@Shakti_Shetty hey he speaks!! tobu speaks !pic.twitter.com/fuKNBTFUVs,translate English to Hinglish: 
Also local sabziwala has fresh palak :p,also local vegetable vendor has fresh spinach,translate English to Hinglish: 
"Petrol diesel badh rahe baar baar

Agli baar phir Modi sarkaar ??","petrol diesel increasing again and again, next time should there be Modi government again?",translate English to Hinglish: 
@HaramiParindey @BakwasRadio radio tez hai in sab baato me,@HaramiParindey @BakwasRadio the radio is loud in such things.,translate English to Hinglish: 
@HathwalaThakur bhai bahot zordar!!,"@HathwalaThakur very amazing, brother!!",translate English to Hinglish: 
"""Waise Kejriwal itna bhi bura nahi hai.. kuch to kia hi hai usne""
Me:pic.twitter.com/zsPRQtBNXX","""by the way, kejriwal is not that bad, he has done something""
Me:pic.twitter.com/zsPRQtBNXX",translate English to Hinglish: 
"Mera naam hai thulla, rakhta hu hamesha khullahttps://twitter.com/dna/status/624985897008627715 …","My name is thulla, I always keep change  https://twitter.com/dna/status/624985897008627715 …",translate English to Hinglish: 
guddu ab  .  .  .  young ho raha h  .  .,guddu now. . . getting young .,translate English to Hinglish: 
"Shoaib Akhtar saying , SA ka performance toh Pakistan se bhi bura . Chal chup :/ Cannot compare Humshakals with Himmatwala ! #IndvsSA #SAvsIND","shoaib akhtar saying , sa's performance was worst than even pakistan. now be quiet. you cannot compare humshakals with himmatwala ! #IndvsSA #SAvsIND",translate English to Hinglish: 
@iamGunjanGrunge beta party nahi.. Jashn hoga Jashnpic.twitter.com/ohWSmlsz2h,"@iamGunjanGrunge son, there won't be a party, rather there would be a huge celebration. pic.twitter.com/ohWSmlsz2h",translate English to Hinglish: 
"Apne desi ""Kanya Waste"" ke paas bahot kaala dhan hai aisa lagta hai.https://twitter.com/NewsBytesApp/status/809646569200848896 …","it seems like our authentic ""Kanya Waste"" has more black money .https://twitter.com/NewsBytesApp/status/809646569200848896 …",translate English to Hinglish: 
"Bas bajna chahiye Gaza' 
 
 ~ Israel","Gazza gazza gaya '
 
 ~ Israel",translate English to Hinglish: 
"@anilvijmantri @IndiaToday sports minister ji aaj 3 day hi aapko inform kare hue , kab tak react karoge , jab sari ghaas sookh jayegi","@anilvijmantri @IndiaToday mr. sports minister it has been 3 days after informing you , by what time you will react, when then all grass will become dry.",translate English to Hinglish: 
Happy Mahashivratri Status For Whatsapp : Shiv Ki Mahima Aprampar Shiv Hai Karte Sabka Uddhar Kripa Bhole Ki Sa ... http://t.co/vv205SFeyR,Happy Mahashivratri Status For Whatsapp: Shiv's glory is non perishable Shiv does salvation for all It is Bhole's graciousness ... http://t.co/vv205SFeyR,translate English to Hinglish: 
@BetterCallSom lol.. Phir to mujhe har hafte apna handle badalna chahite,@BetterCallSom laughing out loud. then i should change my handle everyday.,translate English to Hinglish: 
@OfficeOfRG LOL CHILL CHHOTA BHEEM,@OfficeOfRG CHILL SMALL BHEEM,translate English to Hinglish: 
Dhoni should remind Faf abt IPL !! Agar khelna hai toh out ho jaa !! Hussey z back in d team !!! #justsaying #IndiaVsSouthAfrica,"Dhoni should remind Faf abt IPL!! if youn want to play, get out. Hussey is back in the team !!! #justsaying #indiaVsSouthAfrica",translate English to Hinglish: 
haan usi ki kismat phooti hai @RowdyTalks @meamabhishek,yes he has no luck @RowdyTalks @meamabhishek,translate English to Hinglish: 
@hindusangatjcd : * JAI shankar Hum Tamam Hindu Brothery Ko MAHASHIVRATRI Ki Lkh Lkh Badhai Dete Hi By . Dr lachhmandas makwana,@hindusangatjcd : * jai shankar. we wish lakhs times to our different hindu brothers of mahashivratri. by dr. lachhmandas makwana,translate English to Hinglish: 
"A neutral journalist is more like Mr Katju, so government ki bhi leta hai aur vipaksh ki bhi.","A neutral journalist is more like Mr Katju, he roasts both government and opposition",translate English to Hinglish: 
@dhaval241086 Altaf Raja aur Himesh bhai ke gaane bhi ,) @iAnkurSingh,translate English to Hinglish: 
Ye baat bhul mat ! Jis network par hum Tera #Snapchat chala Rahe Hai na uska owner tujhe 1 min mai khareed sakta hai ! #jio,"don't forget this! on which networl you are using your #Snapchat, its owner can buy you in no time.#jio.",translate English to Hinglish: 
