sentence,english_translation
guddu: mujhe bhuk nhi hai aur aaj dunia ki koi bh takat mujhe pura match dekhne se hila nahi dekh sakti .  .  .,guddu: i am nt hungry and no one in this world can not stop me in watching this match
@the_jok_er hamare hi 100-150 crore le gaya hai,@the_jok_er  even i have investe 100-150 crore on it
"@clued_up_chic lol. Please use 33 crore gods' names, cus jiska koi nahi uska to khuda hai yaaro","@clued_up_chic laughing out loud. please use 33 crore gods' names because those who don't have anyone have god, friends."
"Sir @narendramodi, ho gaya to ab kaam pe lag jayen ?","sir @narendramodi, if you are done should we start the work?"
Pak lost against India again ? Koi nahi . Mohammad bin Qasim nay bhi 17 hamlay keay thay . 5 more to go . #WCT20,pakistan lost against India again? no worries. mohammad bin qasim also did 17 attakcs. 5 more to go . #WCT20
@mahisharma1492 Kya baat hai Nice lines,"@mahisharma1492 cool, Nice lines"
@doctor_sidhant aap bahut rare breed ho. Sab ambani agent mein ek tata agent mila,@doctor_sidhant you are a rare breed. in all ambani agents got one tata agent
faisal bhai .  . ye wala best hai :),brother faisal…. this one is the best...
"parsons also confirmed w/ tw reporter abt jlin's popularity ,  also 'promised' he'll visit taiwan next yr http/URL","parsons also confirmed reporter abt jlin's popularity, also 'promised' he will visit taiwan next year http/URL"
@someUSER thanks for the follow brian !hope you have a super tuesday !,@someUSER thanks for the follow brian !hope you have a super tuesday !
Jeet ka jashn aur shubah ki shuruat â€” eating bread pakoda at Tandon's Cottage Vaishali Damoh https://t.co/ix2dB9b1Iv,the celebration of a victory and the start of the day. eating bread pakoda at tandon's cottage vaishali damoh https://t.co/ix2dB9b1lv
rashtrawad led by kiran bedi ki jeet hogi  !,rashtrawad led by kiran bedi will win  !
@byomkesbakshi hehe.. Ladko se galti ho jaati hai,@byomkesbakshi hehe.. boy makes mistakes
"Yunhi tum mujhse DM par baat karti ho, ya koi WhatsApp ka iraada hai?","do you talk wtih me on direct messaging without any purpose, or there is intention of whatsapp?"
@RoflGandhi_ lagta hai abhi shadi nahi hui hai,@RoflGandhi_ looks like not married still
School ki haalat kharaab hai.. #NitishKaNakliVikas haipic.twitter.com/GwAxfaVocF,condition of school is bad..  #NitishKaNakliVikas pic.twitter.com/GwAxfaVocF
GG ke 5 fans aate hi honge tujhe report karnehttps://twitter.com/firkiii/status/857956708525780992 …,gg’s 5 fans would be coming to report you https://twitter.com/firkiii/status/857956708525780992 …
"*during dinner*
Her :- ""Aaj sabzi ka taste thoda ajeeb hai na? Pata nahin kyun .... "" 
Him :- ""OMG! Gadkari! Mat khao use ....""","*during dinner*
Her :- ""today curry taste is somewhat differrent? don't know why.... "" 
Him :- ""OMG! Gadkari! don't eat this ...."""
Gusse me ladki ka number delete kar diya.. Whatsapp se bhi hata diya.. Ab BC uski yaad aa rahi hai..,in anger i deleted the girl's number. even removed her number from whatsapp. now i am missing her.
guddu ab  .  .  .  young ho raha h  .  .,guddu now. . . getting young .
"Star wars Hindi is amazing, because ""Divya shakti tumhare saath rahe"" ","star wars hindi is amazing, because ""let the force be with you."" "
@iamGunjanGrunge beta party nahi.. Jashn hoga Jashnpic.twitter.com/ohWSmlsz2h,"@iamGunjanGrunge son, there won't be a party, rather there would be a huge celebration. pic.twitter.com/ohWSmlsz2h"
"Beti Bachao, Beti Padhao. ~ Modi._x000D_
_x000D_
Khap Panchayats: LOLOLOL, Modi ji mast joke hai.. Ek aur sunao","save daughters, teach daughters. Modi._x000D_
_x000D_
khap panchayats: lololol, good joke modi sir.. tell another one"
isi liye hr saal cold hota :d :p >:(,That is why every year it gets cold: D: P> :(
Bhopal DRM ki biwi bhi thi us coach me.. uske bhi 2 mobile aur 5 tola sona le gaye. Lol @PranavP84851370,"Bhopal DRM's wife was in that coach, 2 mobiles and 50gm gold was stolen from her. Lol @PranavP84851370"
@Retributions kidhar sar phod rahe ho Friday night. Daru nahi piye kya,"@Retributions where are you banging your head on friday night, did not you have anything to drink"
"beta staff room j ja kr chalk le aana  ,  ha aur suno test wala rgestr bhi lete aana tum gadho ka no .  bhi btana hai  .  .  .  .  .  .  .  .  :)","child, go to the staffroom and bring some chalk. while you're at it also bring the test register. i need to disclose everyone's marks."
At Sabzi market.. Kisi ko kuch chahiye to jaldi bolo.. Phir mat bolna baad mepic.twitter.com/dLIIFQfHjC,"At vegetable market - If anyone want anything, speak quickly. Don't tell me later. pic.twitter.com/dLIIFQfHjC"
"RT @diyainsan : Milliins of people had enjiyed #PiousBhandara & looted the divine , spiritual blessings https://t.co/n9G4Bdq77V","rt @diyainsan : millions of people had enjoyed #PiousBhandara and looted the divine , spiritual blessings"
I m from nasik bhai... main sirf aur sirf aapko milne mumbai aaya tha...,i am from nasik brother . i have come to mumbai only to meet you.
Woh dekho.. Aaj Kejriwal waha rayta faila raha haipic.twitter.com/qE2oSO52Dk,"look, kejriwal is talking rubbish picture : twitter.com/qE2oSO52DK"
@KyaUkhaadLega Daru milti hai. @friendlii_ghost,@KyaUkhaadLega is alcohol available. @friendlii_ghost
@varungrover @DumLagaKeHaisha Yashraj Picchar kya baat hai bhaiya,@varungrover @DumLagaKeHaisha yashraj pictures awesome brother.
@Shakti_Shetty bhai Shakti ek reply mujhe bhi de,"@Shakti_Shetty shakti bro, reply to me as well"
"Friday Faking Release: Dhokha (*ing Rita Bahuguna Joshi, Amit Shah, Rahul Gandhi) http://www.fakingnews.firstpost.com/pics/friday-faking-release-dhokha-ing-rita-bahuguna-joshi-amit-shah-rahul-gandhi-17941 … #Re","friday faking release: dhokha (* ing rita bahuguna joshi, amit shah, rahul gandhi) http://www.fakingnews.firstpost.com/pics/friday-faking-release-dhokha-ing-rita-bahuguna-joshi-amit- shah-rahul-gandhi-17941… #Re"
chalks k bahane poora school ghoom lete the :d,we used to roam the entire school in the name of searching for chalks
to phir kyun na sunday ko hi science practical ka exam rakha jaye  ?  !,then why not keep the science practical exam on sunday itself?
"Matlab yahan kuch dhang ka bolo toh public ko hajmola khana padta hai. 

Sighhttps://twitter.com/tushardave15/status/833652830850392065Â â€¦",this means if we speak with manners then the public have to have hajmola. see https://twitter.com/tushardave15/status/833652830850392065
"on november 16 ; me ,  my mom ,  and my sister are going to see  "" breaking dawn: part 2 ""  #judgeus",$
"Abhi to Laxmi kamal ke phool par baith kar jaa rahi ""hai' aa nahi rahi. #GST #JoblessGrowth #DeMonetisation","right now money is leaving riding on the lotus, it is not coming, it is leaving #GST #JoblessGrowth #DeMonetisation"
Dekho Paalak aayee hai .. Swagat nahi karoge inka @Randomwanti,spinach has arrived! i won't accept this. @Randomwanti
"@Ra_Bies please pichhle mahine ki udhaar chukta kar di, ab kuch nahi bache :'(","@Ra_Bies please settle last month's expenses, now nothing is left."
"Dear Pakistan, apne baap ki ek baat samajh lo...
#INDvPAKpic.twitter.com/pUaWiTtLar","Dear Pakistan, understand one thing about your father…
# Indvpcpice.twitter.com / pujwittler"
superb  .  .  .  maja hi aa gya .  .  . hum to padhte padhte hi  .  .  .  jagah se na uth paye,super  .  .  .  it is fun .  .  . we have just kept studying and could not move from that place.
"apne ko sirf bhai wale part se matlab hai, 1 saal kaun wait kare movie ka.","We are only concerned about the part of brother, who will wait for an year for the movie?"
"#GuessTheSong
Aaja pyaare paas hamaare","#GuessTheSong
come close to me love"
and the sticker showed games different from what was inside the casette .  :d,and the sticker showed games different from what was inside the casette .
"Tere daddy ko mujh pe bhonkne ka nahi, tera peecha karu toh tokne ka nahi.","Do not bury your daddy on me, do not chase you."
@MeetUunngLee To asaan kya hai.. Har cheez ka oppose karo aur attention pao ? Aur bhai tere logic se to @_SandSurfer desh-drohi hua,@MeetUunngLee then what is easy oppose everything and gather attention? and going by your logic @_SandSurfer will be a traitor to the country.
@Kahaanify Baadshah or Jab pyaar kisi se hota hai?,@Kahaanify king and when fall in love with someone?
Vote ke liyen aap kuch bhi kahenge ?,would you say anything for vote?
Stardust awards kachra hai.,Stardust awards are garbage .
@KapilMishraAAP u did wrong with Sir Ji otherwise #GST aur bhi jyada mazedaar kanoon hota @ManojTiwariMP @shaziailmi @sardanarohit @dna,@KapilMishraAAP you did wrong with sir. otherwise #GST would have been a funnier law. @ManojTiwariMP @shaziailmi @sardanarohit @dna
tujhe udaar maine hi diya tha.. bhool gaya @Fussy_Ca @tweeting_pal,i gave it to you there.. forgoten @Fussy_Ca @tweeting_pal
Ab to aansu bhi nahi nikal rahe.,now water is not comming out of my eyes.
@Shahrcasm haha.. Ye tumhare karmo ki saza hai,@Shahrcasm haha.. this is the result of you own doings
@eqrab @HajraAbbottaba @AnjumIqbalPTI Array yar hans kar dil na jalao abhi sara din office main bhi kaam karna hay,@eqrab @HajraAbbottaba @AnjumIqbalPTI i need to work in office full day so do not distract me with your smile
"No Sidhu today, gaaliya kisko deni hai?","no sidhu today, whom to give swear words today?"
@CopyWalaTweet tu bhi pile @Nirmalogy @Fussy_Ca,@CopyWalaTweet you also drink @Nirmalogy @Fussy_Ca
Outrage ka kya karna hai. 2 waqt ki RT se guzara ho jata hai.,why do people have outrage. the day goes by with two tweets daily
"abe ye format bohot purana ho chuka hai.. aur ise compare karna nahi kehte, read it again..","this format is really old and this is not called comparision, read it again."
@iamGunjanGrunge Tu shaadi kar le,@iamGunjanGrunge you should get married.
mom-beta jab phone karti hu tuhi uthata hai  ?  tu batting nahi karta kya ?  :p :p,"mom- son whenever i make call, you receive. don't  you bat? "
"Sir eksaal pehle #MakeInIndia ka bataya ""tha abhi upgrade kiya Hai wid ""#GST koi rqrmnt hogi?","Sir one year back, you told about #MakeInIndia and now you have updated it with #GST. any requirements?"
bahut khoob .  .  . aisa english environment raha to guddu ko oxford university mai jaane se koi nahi rook sakta :p :),very good. if the english environment stays like this then no one can stop guddu from going to oxford university :p :)
Future Moms would be like: Achhe bachhe sandaas mein jaakar selfie nahi kheechte chalo chalo bahar aao.,"Future Moms would be like: good kids, no one clicks selfies in bathrooms, come out."
"\  ""  i just want to be away from all of this  .  far away  .  \  ""  call nasa  .",  i just want to be away from all of this  .  far away  .   call nasa  .
"@GabbbarSingh Inke lokpriye geeto main shaamil hai Sun raha hai na tu, Teri galiyan aur Tu hai ki nahi.","@GabbbarSingh in his popular songs included are 'Sun raha hai na tu', 'Teri galiyan' and 'Tu hai ki nahi'."
@s_manjari semi? Ye kya hota hai?,@s_manjari semi? what is it?
"@someUSER i know ,  it went from way too far off to here .  i'll see iupui at maryland on jan 1 ,  just excited to go back to baltimore lol","@someUSER i know ,  it went from way too far off to here .  i'll see iupui at maryland on january 1,  just excited to go back to baltimore laughing out loud."
Salman bhai mje aap se milna hai...i am ur big big big fan...,salman sir i want to meet you. i am your big fan.
guddu: method actor hai boss .  .  .,guddu: he is method actor boss .  .  .
@newton3G hahaa.. Sahi kaha bhai @TimesNow,"@newton3G hahaa.. truly said, brother @TimesNow"
Aur abhi #Kohli ne Dhoni ki li hai - I mean #captaincy ! #Cricketstories #bcci,now #Kohli has taken dhoni's - i mean #captaincy ! #Cricketstories #bcci
subah mann shudd aur toilet ashudh kare. Jai ho,purify your mind and polute the toilet in the mornings. 
"#7thingsaboutmybestfriend she is treating me to cookout tomorrow , first thing when i get to jacksonville . @someUSER","#7thingsaboutmybestfriend she is treating me to cookout tomorrow, first thing when i get to jacksonville. @someUSER"
insa-allah ye sare record torogi,"Oh my god, She will break all the records."
Sir @narendramodi purani jeans se 2000 aur jacket se 2500 ke purane note nikle hai. Kya karu ? @RBI,"sir @narendramodi old notes, 2000 from old jeans and 2500 from jacket have been found? what shall I do? @RBI"
"@AnupamPkher "" sir as u sad ke rajniti kariye humne bhi ki hai raajniti "" I don't know about ur past but can c that now u r doing raajniti .","@AnupamPkher "" sir are you sad because of politics, we have also done politics"" i don't know about your past but can say that now you are doing politics."
Umpire log ko koi ye batao Zara ki #Jio aur #mumbaiindians ka owner ek he hai,someone tell the umpire that the owner of  #Jio and #mumbaiindians is same.
@SaleemChikna woh gandu ne phone nahi uthaya,"@SaleemChikna, that mad man didn't pick up my phone."
@ek_samosa_dena usko ddi bhi chhi lagegi =D,@ek_samosa_dena after eating it he would not like ddi much
@mahnoor room khali hai to baat karo?,"@mahnoor, if the room is empty can i talk to you?"
@iamGunjanGrunge naya maal aaya hai.. Pehle bol 'bhai tu world best bhai hai',@iamGunjanGrunge i’ve got new supply. first say ‘you are the best in the world’
"Sabko bacha kaho,sirf mere ilawa ok","call everyone a kid except me ,ok"
@Mohit_JNU @Shehla_Rashid @UmarKhalidJNU @kanhaiyajnusu aur tum log maza le rahe hai 0 Student #JNU ka protest kar rahe #AMU 0 wah wah wah,@Mohit_Janu @Shehla_Rashid @Umarkhalidjanu @Kanhaiyajanasu and you guys are enjoying students of #JNU and #AMU are protesting
"@KaminiBae  Suno gaur se Duniya walon, Aao milke @CostaCoffeeInd ke saath ek #FREEDOMASH bana lo :)","@KaminiBae Listen carefully world, let's make  #FREEDOMASH with @CostaCoffeeInd."
guddu to actor nikla .  .  .,Guddu turned out to an actor. . .
david letterman had an interesting show on monday .  he is located in new york city .  because of the hurricane he .  .  .  http/URL,david letterman had an interesting show on monday . he is located in new york city . because of the hurricane he ...
bhai phir se tu u turn lega 15february ko .  .  .  meko sab pata h .  .  bolega ki janta nahi chahti thi ki hum 15th february ko shapath le ,)
Thik hai Sona :-),"it's fine, sona!"
"@MeetUunngLee kya chutyappa hai, main bhijwau?","@ Meetunangali what is chhutappa, I send it?"
@GadhviLaxman hahaa baat to sahi hao @iamkits,@GadhviLaxman the talk is right @iamkits
Marin ke side wala half jyada chhota hai !!,the half to the side of the marine is small.
@Lambar_Daar bhai zyada dimaag hote to kahi aur hote aaj ,)
"Mr Modi ji baat Swaziland se kala dhan lane ki hui thi "" na ki desh ka safaid dhan Swaziland lejane ki .. #PNBScam","mr. modi the talk was to bring black money from switzerland, not to take white money of the country to switzerland. #PNBScam"
@KapoorMaahi yeh gareeb ka majak bana rahe hai .... Gareeb kaha sei paisa layega ... saara paisa toe Indira and Rajiv Gandhi loot lete thei,@KapoorMaahi they are making joke of poor .... from where poor will bring money ... Complete money has been stolen by Indira and Rajiv Gandhi
